"Id","Material","Title","Genre","Department","Subject","Language","Publisher","Author","Year","Isbn Code"
"3155","Books","بال tiارتي ڪلاس 3 (Balbharti Class 3- Sindhi)","Maharashtra State Board School Books","Class III","Sindhi","Sindhi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0743"
"3154","Books","بال tiارتي ڪلاس  2 (Balbharti Std  2- Sindhi)","Maharashtra State Board School Books","Class II","Sindhi","Sindhi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0742"
"3153","Books","بال tiارتي ڪلاس 1 (Balbharti Class 1- Sindhi)","Maharashtra State Board School Books","Class I","Sindhi","Sindhi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0741"
"3152","Books","Food Safety, Sanitation, and Personal Hygiene","Hospitality, Hotel and Tourism Management","Food & Beverage Management","Food And Beverage Service","English","Global Open Text-Books","The BC Cook Articulation Committee, go2HR","2021","OPENTEXT112"
"3151","Books","Modern Pastry and Plated Dessert Techniques","Hospitality, Hotel and Tourism Management","Food & Beverage Management","Food Preparation","English","Global Open Text-Books","The BC Cook Articulation Committee, go2HR","2020","OPENTEXT111"
"3150","Books","Basic Kitchen and Food Service Management","Hospitality, Hotel and Tourism Management","Food & Beverage Management","Food And Beverage Service","English","Global Open Text-Books","The BC Cook Articulation Committee","2021","OPENTEXT110"
"3149","Books","Presentation Software","Student Engagement/Enrichment & Life Skills","IT/Computing Skills","Microsoft Office","English","Global Open Text-Books","ABT Collaborative","2019","OPENTEXT109"
"3148","Books","Forest Measurements: An Applied Approach","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Forestry Science","Wood Properties","English","Global Open Text-Books","Joan DeYoung, Mt. Hood Community College, Open Oregon","2020","OPENTEXT108"
"3147","Books","Financial Empowerment: Personal Finance for Indigenous and Non-Indigenous People","Student Engagement/Enrichment & Life Skills","Financial and Investment Literacy","Investing","English","Global Open Text-Books","Bettina Schneider, First Nations University of Canada, Saylor Academy","2021","OPENTEXT108"
"3146","Books","Canadian History: Pre-Confederation","Humanities & Social Science","History, Archaeology & Fine Arts","World History, 1300 A.D.-1945 A.D.","English","Global Open Text-Books","John Douglas Belshaw, Thompson Rivers University","2021","OPENTEXT107"
"3145","Books","Human Biology: Human Anatomy and Physiology","Medical and Allied Health","Medical Sciences (MBBS & MD Courses)","Human Anatomy & Physiology","English","Global Open Text-Books","Christine Miller, Thompson Rivers University","2020","OPENTEXT106"
"3144","Books","Data Analysis","Business and Management","Decision Sciences/Statistics & Operation Research","Statistics for Management","English","Global Open Text-Books","Paul Grinder, Okanagan College","2020","OPENTEXT106"
"3143","Books","Problems in Argument Analysis and Evaluation","Humanities & Social Science","Philosophy","Logic and Reasoning","English","Global Open Text-Books","Trudy Govier, Windsor Studies in Argumentation","2019","OPENTEXT105"
"3142","Books","Media Studies 101","Humanities & Social Science","Mass Media & Journalism/Movie & Film Production","Media Studies & Journalism","English","Global Open Text-Books","Dr Erika Pearson, Dr Sy Taffel, Dr Brett Nicholls, Martina Wengenmeir, Khin-Wee Chen, Hazel Phillips, Collette Snowden, Bernard Madill, Jane Ross, Sarah Gallagher, Thelma Fisher, Shah Nister J. Kabir, Maud Ceuterick, Hannah Mettner, Massimiliana Urbano","2021","OPENTEXT104"
"3141","Books","Opening Eyes onto Inclusion and Diversity","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Corporate Governance and social responsibility","English","Global Open Text-Books","Susan Carter (Editor), University of Southern Queensland","2021","OPENTEXT103"
"3140","Books","Together: The Science of Social Psychology","Humanities & Social Science","Psychology","Social Psychology","English","Global Open Text-Books","R. Biswas-Diener, Portland State University, E. Diener (Eds), Noba Textbook Series","2019","OPENTEXT102"
"3139","Books","English Literature: Victorians and Moderns","Humanities & Social Science","English Literature and Linguistics","Linguistic","English","Global Open Text-Books","Dr. James Sexton, Camosun College","2021","OPENTEXT101"
"3138","Books","Essentials of Linguistics","Humanities & Social Science","English Literature and Linguistics","Linguistic","English","Global Open Text-Books","Catherine Anderson, McMaster University","2021","OPENTEXT100"
"3137","Books","Meat Cutting and Processing for Food Service","Hospitality, Hotel and Tourism Management","Food & Beverage Management","Food Technology","English","Global Open Text-Books","Go2HR, The BC Cook Articulation Committee","2020","OPENTEXT099"
"3136","Books","In the Community: An Intermediate Integrated Skills Textbook","Student Engagement/Enrichment & Life Skills","Soft-Skills Series","Soft Skill and Leadership","English","Global Open Text-Books","NorQuest College","2021","OPENTEXT098"
"3135","Books","Guidelines for Improving the Effectiveness of Boards of Directors of Nonprofit Organizations","Business and Management","Family Business Management","Strategic Thinking/Business Skills","English","Global Open Text-Books","Vic Murray, University of Victoria, Yvonne Harrison, University at Albany,","2020","OPENTEXT097"
"3134","Books","Human Resources in the Food Service and Hospitality Industry","Hospitality, Hotel and Tourism Management","Hotel Management & Leadership","HR in Hospitality Management","English","Global Open Text-Books","The BC Cook Articulation Committee, go2HR","2019","OPENTEXT096"
"3133","Books","Career As An Industrial Engineer","Engineering and Technology","Industrial & Production Engineering","Applied Industrial Engg & Production Management","English","Institute for Career Research","IOCR","2009","1585112062"
"3132","Books","Careers in Information Technology Management","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2005","9781585113866"
"3131","Books","Career As an Occupational Therapist","Medical and Allied Health","Physiotherapy","Introduction to Physiotherapy","English","Institute for Career Research","IOCR","2020","9781585111022"
"3130","Books","Career As an Interior Designer","Vocational Education","Furniture Design/Carpentry/Woodworking/Interior Design","Interior Design","English","Institute for Career Research","IOCR","2007","9781585110056"
"3129","Books","Careers With Nonprofit Organizations","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Corporate Governance and social responsibility","English","Institute for Career Research","IOCR","2005","9781585113019"
"3128","Books","Careers in commercial banking, corporate banking, investment banking","Banking & Insurance","Banking","Banking Basics","English","Institute for Career Research","IOCR","2000","9781585110834"
"3127","Books","A Career As an Economist","Humanities & Social Science","Economics-HSS","Introduction to Economics","English","Institute for Career Research","IOCR","2016","1585112178"
"3126","Books","Banking careers: Clerical, professional & Managerial","Banking & Insurance","Banking","Banking Basics","English","Institute for Career Research","IOCR","2005","1585110310"
"3125","Books","Careers in Nursing Specialties","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2009","9781585114160"
"3124","Books","Professional Careers in Music: Performer, Composer, Conductor","Student Engagement/Enrichment & Life Skills","Sports & Hobby Learning Series","Music","English","Institute for Career Research","IOCR","2005","9781585110117"
"3123","Books","Careers in Aerospace Engineering: Aeronautics - Astronautics","Engineering and Technology","Aerospace & Marine Engineering","Introduction to Aerospace Engineering","English","Institute for Career Research","IOCR","2007","9781585111626"
"3122","Books","પરિસર અભ્યસ વર્ગ 5 ભાગ 2 (Environmental Studies Class 5 Part 2 )","Maharashtra State Board School Books","Class V","EVS","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0767"
"3121","Books","પરિસર અભ્યસ વર્ગ 5 ભાગ 1 (Environmental Studies Class 5 part 1)","Maharashtra State Board School Books","Class V","EVS","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0763"
"3120","Books","પરિસર અભ્યસ વર્ગ 4 ભાગ 2 (Environmental Studies Class 4 part 2)","Maharashtra State Board School Books","Class IV","EVS","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0762"
"3119","Books","પરિસર અભ્યસ વર્ગ 4 ભાગ 1 (Environmental Studies Class 4 part 1)","Maharashtra State Board School Books","Class IV","EVS","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0761"
"3118","Books","વિજ્ ન અને ટેકનોલોજી વર્ગ 10 ભાગ 2 (Science and Technology Std 10 Part 2)","Maharashtra State Board School Books","Class X","Science","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0759"
"3117","Books","વિજ્ ન અને ટેકનોલોજી વર્ગ 10 ભાગ 1  (Science and Technology Std 10 Part 1)","Maharashtra State Board School Books","Class X","Science","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0755"
"3116","Books","વિજ્ ન અને ટેકનોલોજી વર્ગ 9 (Science and Technology Std 9)","Maharashtra State Board School Books","Class IX","Science","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0754"
"3115","Books","સામાન્ય વિજ્ ન વર્ગ 8 (General Science Std 8- Gujarati)","Maharashtra State Board School Books","Class VIII","Science","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0753"
"3114","Books","સામાન્ય વિજ્ ન વર્ગ 7 (General Science Std 7- Gujarati)","Maharashtra State Board School Books","Class VII","Science","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0752"
"3113","Books","સામાન્ય વિજ્ ન વર્ગ 6 (General Science Std 6- Gujarati)","Maharashtra State Board School Books","Class VI","Science","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0751"
"3112","Books","રમશે, કરશે, શીખશે-વર્ગ 3 (Play Do Learn- Std 3)","Maharashtra State Board School Books","Class III","Health and Physical Education, Workexperience, Art Education","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0723"
"3111","Books","રમશે, કરશે, શીખશે-વર્ગ 2 (Play Do Learn-  Std 2)","Maharashtra State Board School Books","Class II","Health and Physical Education, Workexperience, Art Education","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0722"
"3110","Books","રમશે, કરશે, શીખશે-વર્ગ 1 (Play Do Learn- Gujarati Std 1)","Maharashtra State Board School Books","Class I","Health and Physical Education, Workexperience, Art Education","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0721"
"3109","Books","વર્ગ 10 ગણિત ભાગ 2 (Std 10 Ganit Part 2 - Gujarati)","Maharashtra State Board School Books","Class X","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0715"
"3108","Books","વર્ગ 10 ગણિત ભાગ 1 (Std 10 Ganit Part 1 - Gujarati)","Maharashtra State Board School Books","Class X","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0714"
"3107","Books","વર્ગ 9 ગણિત ભાગ 2 (Std 9 Ganit Part 2 - Gujarati)","Maharashtra State Board School Books","Class IX","Mathematics","Gujarati","Omkar Books","Maharashtra Textbook Bureau","2021","MSBEBB0713"
"3106","Books","વર્ગ 9 ગણિત ભાગ 1 (Std 9 Ganit Part 1- Gujarati)","Maharashtra State Board School Books","Class IX","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0711"
"3105","Books","વર્ગ 8 ગણિત (Std 8 Ganit- Gujarati)","Maharashtra State Board School Books","Class VIII","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0710"
"3104","Books","વર્ગ 7 ગણિત (Std 7 Ganit- Gujarati)","Maharashtra State Board School Books","Class VII","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0708"
"3103","Books","વર્ગ 6 ગણિત (Std 6 Ganit- Gujarati)","Maharashtra State Board School Books","Class VI","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0706"
"3102","Books","વર્ગ 5 ગણિત (Std 5 Ganit- Gujarati)","Maharashtra State Board School Books","Class V","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0705"
"3101","Books","વર્ગ 4 ગણિત (Std 4 Ganit- Gujarati)","Maharashtra State Board School Books","Class IV","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0704"
"3100","Books","વર્ગ 3 ગણિત (Std 3 Ganit- Gujarati)","Maharashtra State Board School Books","Class III","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0702"
"3099","Books","વર્ગ 12ગણિત (Std 2 Mathematics- Gujarati)","Maharashtra State Board School Books","Class II","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0701"
"3098","Books","વર્ગ 1 ગણિત (Std 1 Mathematics- Gujarati)","Maharashtra State Board School Books","Class I","Mathematics","Gujarati","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0700"
"3097","Books","Speaking and Writing Punjabi","Student Engagement/Enrichment & Life Skills","Language Learning Series","Language","English","Global Open Text-Books","Ranbir Johal, Kwantlen Polytechnic University","2021","OPENTEXT095"
"3096","Books","Hair Colour for Hairstylists: Level 2","Vocational Education","Cosmetology/Jewellery Design/Plumbing/Tailoring/Floristry","Health and Beauty Studies","English","Global Open Text-Books","Arden Magtiza, Vancouver Island University","2021","OPENTEXT094"
"3095","Books","Barbering Techniques for Hairstylists","Vocational Education","Cosmetology/Jewellery Design/Plumbing/Tailoring/Floristry","Health and Beauty Studies","English","Global Open Text-Books","Arden Magtiza, Vancouver Island University, Gary Franceschini, Vancouver Community College","2021","OPENTEXT093"
"3094","Books","Exploring Movie Construction and Production","Humanities & Social Science","Mass Media & Journalism/Movie & Film Production","Introduction to Film Studies","English","Global Open Text-Books","John Reich, SUNY Genesee Community College","2021","OPENTEXT092"
"3093","Books","Digital Foundations","Humanities & Social Science","Mass Media & Journalism/Movie & Film Production","Introduction to Film Studies","English","Global Open Text-Books","Xtine Burrough, Michael Mandiberg","2021","OPENTEXT091"
"3092","Books","Sim Labs for Thermodynamics and Thermal Power Plant Simulator","Engineering and Technology","Mechanical Engineering","Thermal System Design","English","Global Open Text-Books","Serhat Beyenir, Sanja Boskovic; British Columbia Institute of Technology","2021","OPENTEXT090"
"3091","Books","Autodesk Inventor","Student Engagement/Enrichment & Life Skills","IT/Computing Skills","Basic Programming Skills","English","Global Open Text-Books","Wally Baumback, Vancouver Community College","2021","OPENTEXT089"
"3090","Books","AutoCAD 3D","Student Engagement/Enrichment & Life Skills","IT/Computing Skills","Basic Programming Skills","English","Global Open Text-Books","Wally Baumback, Vancouver Community College","2021","OPENTEXT088"
"3089","Books","AutoCAD 2D","Student Engagement/Enrichment & Life Skills","IT/Computing Skills","Basic Programming Skills","English","Global Open Text-Books","Wally Baumback, Vancouver Community College","2021","OPENTEXT087"
"3088","Books","Plain Language Best Practices","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Sexual Harassment & Violence at Workplace","English","Global Open Text-Books","West Coast Editorial Associates","2021","OPENTEXT086"
"3087","Books","Active Bystander Intervention: Training and Facilitation Guide","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Sexual Harassment & Violence at Workplace","English","Global Open Text-Books","Sexual Violence Training Development Team","2021","OPENTEXT086"
"3086","Books","Evaluating Sexualized Violence Training and Resources","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Sexual Harassment & Violence at Workplace","English","Global Open Text-Books","SVM Training and Resources Working Group","2021","OPENTEXT085"
"3085","Books","Capacity to Connect: Supporting Students’ Mental Health and Wellness","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Sexual Harassment & Violence at Workplace","English","Global Open Text-Books","Gemma Armstrong, Vancouver Island University , Michelle Daoust, Vancouver Island University , Ycha Gil, Vancouver Island University , Albert Seinen, Vancouver Island University , Faye Shedletzky, Vancouver Island University , Jewell Gillies, Barbara Johnston, Liz Warwick","2021","OPENTEXT084"
"3084","Books","Consent & Sexual Violence: Training and Facilitation Guide","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Sexual Harassment & Violence at Workplace","English","Global Open Text-Books","Sexual Violence Training Development Team","2021","OPENTEXT083"
"3083","Books","Supporting Survivors: Training and Facilitation Guide","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Sexual Harassment & Violence at Workplace","English","Global Open Text-Books","Sexual Violence Training Development Team","2021","OPENTEXT082"
"3082","Books","Accountability and Repairing Relationships: Training and Facilitation Guide","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Sexual Harassment & Violence at Workplace","English","Global Open Text-Books","Sexual Violence Training Development Team","2021","OPENTEXT081"
"3081","Books","Business Writing for Everyone","Business and Management","Professional Communication Skills","Business Communication","English","Global Open Text-Books","Arley Cruthers, Kwantlen Polytechnic University","2021","OPENTEXT080"
"3080","Books","Introduction to Consumer Behaviour","Business and Management","Marketing and Sales Management","Consumer Behaviour","English","Global Open Text-Books","Andrea Niosi, Kwantlen Polytechnic University","2021","OPENTEXT079"
"3079","Books","A Brief Introduction to Engineering Computation with MATLAB","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Principles of Technology/Basic of Engg.","English","Global Open Text-Books","Serhat Beyenir, British Columbia Institute of Technology","2021","OPENTEXT078"
"3078","Books","Principles of Social Psychology, 1st International Edition","Humanities & Social Science","Psychology","Social Psychology","English","Global Open Text-Books","Dr. Rajiv Jhangiani, Kwantlen Polytechnic University, Dr. Hammond Tarry, Capilano University, Adler School of Professional Psychology, Dr. Charles Stangor, University of Maryland","2021","OPENTEXT075"
"3077","Books","کلاس 3 کھیلے ، کیرے ، سیکھے۔ ( Std 3 Play-Do-Learn-Urdu)","Maharashtra State Board School Books","Class III","Health and Physical Education, Workexperience, Art Education","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0558"
"3076","Books","کلاس 2 کھیلے ، کیرے ، سیکھے۔ ( Std 2 Play-Do-Learn- Urdu)","Maharashtra State Board School Books","Class II","Health and Physical Education, Workexperience, Art Education","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0556"
"3075","Books","کلاس 1 کھیلے ، کیرے ، سیکھے۔ (Play-Do-Learn) Urdu","Maharashtra State Board School Books","Class I","Health and Physical Education, Workexperience, Art Education","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0551"
"3074","Books","کلاس 12 یوکبھارتی- اردو (Class 12 Yuvakbharti- Urdu)","Maharashtra State Board School Books","Class XII","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0573"
"3073","Books","کلاس 11 یوکبھارتی- اردو (Class 11 Yuvakbharti- Urdu)","Maharashtra State Board School Books","Class XI","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0545"
"3072","Books","کلاس 10 کمار بھارتی- اردو (Class 10 Kumarbharti- Urdu)","Maharashtra State Board School Books","Class X","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0542"
"3071","Books","کلاس 9 کمار بھارتی- اردو (Class 9 Kumarbharti- Urdu)","Maharashtra State Board School Books","Class IX","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0540"
"3070","Books","کلاس 8 بعل بھارتی اردو۔ (Class 8 Balbharti- Urdu)","Maharashtra State Board School Books","Class VIII","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0538"
"3069","Books","کلاس 7 بعل بھارتی اردو۔ (Class 7 Balbharti- Urdu)","Maharashtra State Board School Books","Class VII","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0537"
"3068","Books","کلاس 6 بعل بھارتی اردو۔ (Class 6 Balbharti- Urdu)","Maharashtra State Board School Books","Class VI","Urdu","Urdu","Vinra Publishers","Maharashtra Textbook Bureau","2021","MSBEBB0535"
"3067","Books","کلاس 5 بعل بھارتی اردو۔ (Class 5 Balbharti- Urdu)","Maharashtra State Board School Books","Class V","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0534"
"3066","Books","کلاس 4 بعل بھارتی اردو۔ (Class 4 Balbharti- Urdu)","Maharashtra State Board School Books","Class IV","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0533"
"3065","Books","کلاس 3 بعل بھارتی اردو۔ (Class 3 Balbharti- Urdu)","Maharashtra State Board School Books","Class III","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0532"
"3064","Books","کلاس 2 بعل بھارتی اردو۔ (Class 2 Balbharti- Urdu)","Maharashtra State Board School Books","Class II","Urdu","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0531"
"3063","Books","کلاس 1 بعل بھارتی اردو۔ (Class 1 Balbharti- Urdu)","Maharashtra State Board School Books","Class I","English","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0530"
"3062","Books","کلاس 10 گانیت حصہ 2- اردو۔ (Class 10 Ganit Part 2 -Urdu)","Maharashtra State Board School Books","Class X","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0521"
"3061","Books","کلاس 10 گانیت حصہ 1- اردو۔ (Class 10 Ganit Part 1 -Urdu)","Maharashtra State Board School Books","Class X","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0520"
"3060","Books","کلاس 9 گانیت حصہ 2- اردو۔ (Class 9 Mathematics Part 2- Urdu)","Maharashtra State Board School Books","Class IX","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0519"
"3059","Books","کلاس 9 گانیت حصہ 1- اردو۔ (Class 9 Ganit Part 1 -Urdu)","Maharashtra State Board School Books","Class IX","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0518"
"3058","Books","کلاس 8 گنیت اردو۔ (Class 8 Ganit- Urdu)","Maharashtra State Board School Books","Class VIII","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0517"
"3057","Books","کلاس 7 گنیت اردو۔ (Class 7 Ganit- Urdu)","Maharashtra State Board School Books","Class VII","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0516"
"3056","Books","کلاس 6 گنیت اردو۔ (Class 6 Ganit- Urdu)","Maharashtra State Board School Books","Class VI","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0515"
"3055","Books","کلاس 5 گنیت اردو۔ (Class 5 Ganit- Urdu)","Maharashtra State Board School Books","Class V","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0514"
"3054","Books","کلاس 4 گنیت اردو۔ (Class 4 Ganit- Urdu)","Maharashtra State Board School Books","Class IV","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0513"
"3053","Books","کلاس 3 گنیت اردو۔ (Class 3 Ganit- Urdu)","Maharashtra State Board School Books","Class III","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0512"
"3052","Books","اردو ریاضی کلاس 2۔ (Urdu Mathematics Class 2)","Maharashtra State Board School Books","Class II","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0511"
"3051","Books","اردو ریاضی کلاس 1۔ (Urdu Mathematics Class I)","Maharashtra State Board School Books","Class I","Mathematics","Urdu","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB510"
"3050","Books","Introducing Marketing","Business and Management","Marketing and Sales Management","Marketing Management","English","Global Open Text-Books","John Burnett","2011","OPENTEXT072"
"3049","Books","Business Plan Development Guide","Business and Management","General Management & Strategic Management","Introduction to Management","English","Global Open Text-Books","Lee Swanson, University of Saskatchewan","2017","OPENTEXT071"
"3048","Books","Entrepreneurship and Innovation Toolkit","Business and Management","General Management & Strategic Management","Entrepreneurship & Small Business Management","English","Global Open Text-Books","Lee Swanson, University of Saskatchewan","2017","OPENTEXT070"
"3047","Books","Careers in Meeting and Events Management","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT010"
"3046","Books","Career in Life Insurance","Banking & Insurance","Insurance","Principal and practices of Insurance","English","Institute for Career Research","IOCR","2016","IOCRTEXT009"
"3045","Books","Career in Marketing Research","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT008"
"3044","Books","Career as a Dental Hygienist: Healthcare Professional","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT008"
"3043","Books","Careers in Commercial and Institutional Architecture","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT007"
"3042","Books","Career As an Electrician Electrical Contractor","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2007","IOCRTEXT006"
"3041","Books","Careers in Medical Research","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2007","IOCRTEXT005"
"3040","Books","A Career in Modeling: You Don't Have to Be a Glamorous Supermodel - Opportunities Today for People of All Types and Looks","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT004"
"3039","Books","Careers in Anthropology, Archaeology: Discovering the hidden secrets of ancient civilizations","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT003"
"3038","Books","A Career As an Economist: With a Degree in Economics, You Will Be Prepared for an Exceptional Variety of Exciting and Rewarding Careers","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT002"
"3037","Books","Career as an optometrist : doctor of optometry, respected vision healthcare professional","Student Engagement/Enrichment & Life Skills","Career Guide/Research","Career Research","English","Institute for Career Research","IOCR","2016","IOCRTEXT001"
"3036","Books","Playing Techniques of Tabla: Banares Gharana","Student Engagement/Enrichment & Life Skills","Sports & Hobby Learning Series","Music","English","Free Books","Pt. Chhote Lal Misra","2007","9788184571400"
"3035","Books","Chess: Conquer your Friends: The 4-in-1 Collection: How to Play Chess, Chess Strategy, Chess Tactics, Chess Openings, and Checkmates for Beginners (Chess Books)","Student Engagement/Enrichment & Life Skills","Sports & Hobby Learning Series","Music","English","Free Books","Maxen Tarafa [Tarafa, Maxen]","2020","OPENTEXT087"
"3034","Books","ગુજરાતી કુમારભારતી વર્ગ X","Maharashtra State Board School Books","Class X","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB227"
"3033","Books","ગુજરાતી કુમારભારતી વર્ગ IX","Maharashtra State Board School Books","Class IX","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB226"
"3032","Books","ગુજરાતી બાળભારતી વર્ગ 8","Maharashtra State Board School Books","Class VIII","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB223"
"3031","Books","ગુજરાતી બાળભારતી વર્ગ 7","Maharashtra State Board School Books","Class VII","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB222"
"3030","Books","ગુજરાતી બાળભારતી વર્ગ 6","Maharashtra State Board School Books","Class VI","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB216"
"3029","Books","ગુજરાતી બાળભારતી વર્ગ 5","Maharashtra State Board School Books","Class V","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB215"
"3028","Books","ગુજરાતી બાળભારતી વર્ગ 4","Maharashtra State Board School Books","Class IV","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB414"
"3027","Books","ગુજરાતી બાળભારતી વર્ગ 3","Maharashtra State Board School Books","Class III","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB413"
"3026","Books","ગુજરાતી બાળભારતી વર્ગ 2","Maharashtra State Board School Books","Class II","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB412"
"3025","Books","ગુજરાતી બાળભારતી વર્ગ 1","Maharashtra State Board School Books","Class I","Gujarati","Gujarati","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB411"
